Brand,ProductName,DiscountedPrice,ActualPrice,Rating,NumberOfRatings,NumberOfReviews,SalesPackage,ModelNumber,PartNumber,ModelName,Series,Color,Type,SuitableFor,MSOfficeProvided,ProcessorBrand,ProcessorName,SSD,RAM,RAMType,StorageCapacity,GraphicProcessor,StorageType,OperatingSystem,USBPort,TouchScreen,ScreenSize,ScreenResolution,ScreenType,Speakers,InternalMic,WirelessLAN,Bluetooth,Dimensions,Weight,DiskDrive,WebCamera,Keyboard,WarrantySummary,WarrantyServiceType,CoveredinWarranty,NotCoveredinWarranty,ClockSpeed
MICROSOFT,"MICROSOFT Surface Pro (11th Edition) AI PC Qualcomm Snapdragon X Elite - (16 GB/512 GB SSD/Windows 11 Home) ZIA-00014 2 in 1 Laptop  (13 Inch, Platinum, 0.895 Kg)",161990,165999,4.7,1562,119,"Laptop, Power Supply, Quick Start Guide, Safety and Warranty Documents",ZIA-00014,ZIA-00014,ZIA-00014,Surface Pro (11th Edition) AI PC,Platinum,2 in 1 Laptop,Processing & Multitasking,No,Qualcomm,Snapdragon X Elite,Yes,16 GB,LPDDR5X,,Qualcomm Snapdragon X Elite - X1E80100 - Qualcomm Adreno GPU (12 Core),SSD,Windows 11 Home,2 X USB-C with USB 4,,,2880 x 1920 Pixel,OLED PixelSense TM Touchscreen,2W stereo speakers with Dolby Atmos,Dual Studio Mics with Voice Focus,,Yes,287 x 208 x 9.3 mm,0.895 Kg,Not Available,"Front Camera - 12MP, 1440p@30 fps (QHD) video & 10MP, 4K@30 fps Video Resolution",Multi languages Multi-Color illuminated full size keyboard with numeric pad,1 Year Onsite Warranty,Onsite,Software & Hardware Only,Physical Damage,1.5 GHz upto Max Turbo Frequency 4.6 GHz
ASUS,"ASUS Vivobook Go 15 OLED AMD Ryzen 5 Quad Core 7520U - (8 GB/512 GB SSD/Windows 11 Home) E1504FA-LK522WS Thin and Light Laptop  (15.6 Inch, Mixed Black, 1.63 Kg, With MS Office)",42990,74990,4.4,2367,192,"Laptop, battery, power adapter, user guide",E1504FA-LK522WS,90NB0ZR2-M00J30,E1504FA-LK522WS,Vivobook Go 15 OLED,Mixed Black,Thin and Light Laptop,Processing & Multitasking,Yes,AMD,Ryzen 5 Quad Core,Yes,8 GB,LPDDR5,,AMD Radeon AMD,SSD,Windows 11 Home,"1 x USB 2.0 Type-A, 1,x USB 3.2 Gen 1 Type-A, 1,x USB 3.2 Gen 1 Type-C",,,1920 x 1080 Pixel,"Full HD, OLED 16:9 aspect ratio, 0.2ms response time, 60Hz refresh rate, 400nits, 600nits HDR peak brightness, 100% DCI-P3 color gamut, VESA CERTIFIED Display HDR True Black 500, 1.07 billion colors,,PANTONE Validated,,Glossy display, 70% less harmful blue light",Built-in Speakers,Yes,,v5.0,360.3 x 232.5 x 17.9 mm,1.63 Kg,Not Available,720p HD camera With privacy shutter,Backlit Chiclet Keyboard,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,2.8 GHz upto max turbo frequency at 4.3 Ghz
MICROSOFT,"MICROSOFT Surface Laptop (7th Edition) AI PC Qualcomm Snapdragon X Plus - (16 GB/256 GB SSD/Windows 11 Home) ZGJ-00023 Laptop  (13.8 Inch, Platinum, 1.22 Kg)",113990,116999,4.7,(29),192,"Laptop, Power Supply, Quick Start Guide, Safety and Warranty Documents",ZGJ-00023,ZGJ-00023,ZGJ-00023,Surface Laptop (7th Edition) AI PC,Platinum,Laptop,Processing & Multitasking,No,Qualcomm,Snapdragon X Plus,Yes,16 GB,LPDDR5X,,Qualcomm Snapdragon X Elite - X1P64100 - Qualcomm Adreno GPU (10 Core),SSD,Windows 11 Home,"2 x USB-C with USB4, 1 x USB-A 3.1",,,2304 x 1536 Pixel,LCD PixelSense TM Touchscreen,2W stereo speakers with Dolby Atmos,Dual Studio Mics with Voice Focus,,Yes,301 x 220 x 17.5 mm,1.22 Kg,Not Available,"2MP, 1080p Full HD front facing",Backlit Chiclet Keyboard,1 Year Onsite Warranty,Onsite,Software & Hardware Only,Physical Damage,2.8 GHz upto max turbo frequency at 4.3 Ghz
Acer,"Acer Aspire 3 Intel Celeron Dual Core - (8 GB/256 GB SSD/Windows 11 Home) A311-45 Thin and Light Laptop  (11.6 inch, Steel Grey, 1.0 kg)",17990,33999,4.2,(29),192,"Laptop, Power Adaptor, User Guide, Warranty Documents",A311-45,UN.354SI.004,Aspire 3,Aspire 3,Steel Grey,Thin and Light Laptop,"Entertainment, Everyday Use, Performance, Processing & Multitasking",No,Intel,Celeron Dual Core,Yes,8 GB,DDR4,,Intel Integrated UHD,SSD,Windows 11 Home,"1 x Type C Port, 3 x USB 3.2 Port",,,1366 x 768 Pixels,LCD PixelSense TM Touchscreen,Two Built-in Stereo Speakers,Dual Studio Mics with Voice Focus,,v4.2,277.3 x 193.3 x 16.8 mm,1.0 kg,Not Available,1280 x 720 Resolution/720p HD Video,74-/75-/78-key Acer FineTip Keyboard,1 Year Warranty,Onsite,Manufacturing Defects,Physical Damage,2.8 GHz upto max turbo frequency at 4.3 Ghz
ASUS,"ASUS TUF Gaming A15 AMD Ryzen 5 Hexa Core 7535HS - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3050) FA506NC-HN083W Gaming Laptop  (15.6 Inch, Graphite Black, 2.30 Kg)",58990,79990,4.4,379,32,"Laptop, Power Adaptor, User Guide, Warranty Documents",FA506NC-HN083W,90NR0JF7-M008K0,FA506NC-HN083W,TUF Gaming A15,Graphite Black,Gaming Laptop,Gaming,No,AMD,Ryzen 5 Hexa Core,Yes,16 GB,DDR5,,NVIDIA GeForce RTX 3050,SSD,Windows 11 Home,"1 x USB 3.2 Gen 2 Type-C support DisplayPort, 3 x USB 3.2 Gen 1 Type-A",,,1920 x 1080 Pixel,"Full HD, 16:9, 144Hz, 85/85/85/85, Value IPS-level, 250nits, 1000:1, 45%, 62.5%, 47.34%, Anti-glare display",Yes,Yes,,v5.3,359 x 256 x 245 mm,2.30 Kg,Not Available,720P HD camera,Backlit Chiclet Keyboard 1-Zone RGB,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,Up to 4.55GHz
HP,"HP Laptop Intel Core i3 12th Gen 1215U - (8 GB/256 GB SSD/Windows 11 Home) 15s-fy5010TU Thin and Light Laptop  (15.6 inch, Natural Silver, 1.69 kg, With MS Office)",34290,46709,4.2,6323,380,"Laptop, Power Adaptor, User Guide, Warranty Documents",15s-fy5010TU,A4KF1PA,15s-fy5010TU,Laptop,Natural Silver,Thin and Light Laptop,Processing & Multitasking,Yes,Intel,Core i3,Yes,8 GB,DDR4,,Intel Integrated UHD,SSD,Windows 11 Home,"1 x USB Type-C 5 Gbps Signaling Rate (Supports Data Transfer Only and Doesn't Support Charging or External Monitors), 2 x USB Type-A 5 Gbps Signaling Rate",,,1920 x 1080 Pixels,"Full HD, Micro Edge, Anti-glare, 250 nits, 45% NTSC",Dual Speakers,Integrated Dual Array Digital Microphones,,v5.0,358.5 x 242 x 17.9 mm,1.69 kg,Not Available,HP True Vision 720p HD Camera with Temporal Noise Reduction,"Full Size, Natural Silver Keyboard with Numeric Keypad",1 Year Carry-in Warranty,Carry-in,Manufacturing Defect,Physical Damage,Upto 4.4 GHz
ASUS,"ASUS Vivobook 15, with Backlit Keyboard, Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) X1504ZA-NJ321WS Thin and Light Laptop  (15.6 Inch, Quiet Blue, With MS Office)",31990,54990,4.3,10329,805,"Laptop, Power Adaptor, User Guide, Warranty Documents",X1504ZA-NJ321WS,90NB1021-M00580,Vivobook 15,"Vivobook 15, with Backlit Keyboard,",Quiet Blue,Thin and Light Laptop,Travel & Business,Yes,Intel,Core i3,Yes,8 GB,DDR4,,Intel Integrated Integrated Intel® UHD Graphics,SSD,Windows 11 Home,"1 x USB 2.0 Type-A, 1 x USB 3.2 Gen 1 Type-C, 2 x USB 3.2 Gen 1 Type-A",,,1920 x 1080 pixel,"Full HD, 16:9 aspect ratio, LED Backlit, 60Hz refresh rate, 250nits, 45% NTSC color gamut, Anti-glare display",Dual Speakers,Integrated Dual Array Digital Microphones,,YES,358.5 x 242 x 17.9 mm,1.69 kg,Not Available,720p HD camera With privacy shutter,"Full Size, Natural Silver Keyboard with Numeric Keypad",1-year warranty,Onsite,Manufacturing Defects,Physical Damage,Up to 4.4 GHz
Acer,"Acer Chromebook Intel Celeron Dual Core N4500 - (4 GB/64 GB EMMC Storage/Chrome OS) C734-C2ED Chromebook  (11.6 inch, Pure Black, 1.26 Kg)",16990,28999,4.1,14,2,"Laptop, Power Adaptor, User Guide, Warranty Documents",C734-C2ED,NX.AYVSI.006,C734,Chromebook,Pure Black,Chromebook,Processing & Multitasking,No,Intel,Celeron Dual Core,No,4 GB,LPDDR4X,,Intel Integrated UHD,eMMC,Chrome,"2 x USB 3.2 Gen 1 Type-C port, 2 x USB 3.2 Gen 1 Type-A port",,,1280 X 1024 Pixel,HD LED-backlit TFT LCD,Yes,Yes,,v5.1,296 x 206 x 21.1 mm,1.26 Kg,Not Available,"UFC with USB 6 mm HD camera, Compatible with Chromebook only, 1280 x 1024 resolution, 720p HD video at 30 fps with Temporal Noise Reduction",74-/75-/78-key Acer FineTip EDU anchored keyboard with international language support,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical damage,1.10 GHz with Max Turbo Boost Frequency Up to 2.80 GHz
Acer,"Acer Swift Go 14 AMD Ryzen 5 Hexa Core 7430U - (16 GB/512 GB SSD/Windows 11 Home) SFG14-41-R6G9 Thin and Light Laptop  (14 Inch, Pure Silver, 1.25 Kg, With MS Office)",37990,69999,4.3,552,66,"Laptop, Power Adaptor, User Guide, Warranty Documents",SFG14-41-R6G9,NX.KG3SI.006,SFG14-41,Swift Go 14,Pure Silver,Thin and Light Laptop,Processing & Multitasking,Yes,AMD,Ryzen 5 Hexa Core,Yes,16 GB,LPDDR4X,,AMD Radeon AMD,SSD,Windows 11 Home,"1 x USB 3.2 Gen 1 port with power-off charging, 1 x USB 2.0 port, 1 x USB Type-C port with DC-in",,,1920 x 1080 Pixel,HD LED-backlit TFT LCD,Two built-in front facing stereo speakers,Yes,,v5.1,321.71 x 211.72 x 15.9 mm,1.25 Kg,Not Available,"Video conferencing: UFC with Type USB FHD Camera, Compatible with Windows, 1920 x 1080 resolution, 1080p HD video at 60 fps with Temporal Noise Reduction",83-/84-/87-key full-size FineTip backlit keyboard with international language support,1 Year Carry-in Warranty,Carry-In,Manufacturing Defects,Physical Damage,Up to 4.3 GHz
Primebook,"Primebook S Wifi MediaTek MT8183 - (4 GB/128 GB EMMC Storage/Prime OS) PB S Wifi Thin and Light Laptop  (11.6 Inch, Royal Black, 1.065 Kg)",13990,20990,4.1,1356,380,"Laptop, Power Adaptor, User Guide, Warranty Documents",PB S Wifi,PBMTWIFI11128#006C,PB S Wifi,S Wifi,Royal Black,Thin and Light Laptop,Processing & Multitasking,No,MediaTek,MT8183,No,4 GB,LPDDR4,,MediaTek Integrated MT8183,eMMC,Prime OS,2 X USB 3.0,,,1366 x 768 Pixel,HD IPS,Yes,Yes,,v5.0,281 X 192 X 19.3 mm,1.065 Kg,Not Available,In Built 2 MP 30 fps,QWERTY with PrimeOS Special KB Shortcuts,1 Year Pick and Drop Warranty,Pick and Drop,Manufacturing Defects,Physical Damage,Up to 4.3 GHz
MICROSOFT,"MICROSOFT Surface Pro (11th Edition) AI PC Qualcomm Snapdragon X Elite - (16 GB/512 GB SSD/Windows 11 Home) ZIA-00031 2 in 1 Laptop  (13 Inch, Black, 0.895 Kg)",161990,165999,4.7,(5609),380,"Laptop, Power Supply, Quick Start Guide, Safety and Warranty Documents",ZIA-00031,ZIA-00031,ZIA-00031,Surface Pro (11th Edition) AI PC,Black,2 in 1 Laptop,Processing & Multitasking,No,Qualcomm,Snapdragon X Elite,Yes,16 GB,LPDDR5X,,Qualcomm Snapdragon X Elite - X1E80100 - Qualcomm Adreno GPU (12 Core),SSD,Windows 11 Home,2 X USB-C with USB 4,,,2880 x 1920 Pixel,OLED PixelSense TM Touchscreen,2W stereo speakers with Dolby Atmos,Dual Studio Mics with Voice Focus,,Yes,287 x 208 x 9.3 mm,0.895 Kg,Not Available,"Front Camera - 12MP, 1440p@30 fps (QHD) video & 10MP, 4K@30 fps Video Resolution",QWERTY with PrimeOS Special KB Shortcuts,1 Year Onsite Warranty,Onsite,Software & Hardware Only,Physical Damage,Up to 4.3 GHz
ASUS,"ASUS Vivobook S 15 OLED Powered Copilot + , AI PC Qualcomm Snapdragon X Plus - (16 GB/1 TB SSD/Windows 11 Home) S5507QA-MA551WS Thin and Light Laptop  (15.6 Inch, Cool Silver, 1.42 Kg, With MS Office)",89990,128990,4.1,9,1,"Laptop, Power Adaptor, User Guide, Warranty Documents",S5507QA-MA551WS,90NB14Q2-M00150,S5507QA-MA551WS,"Vivobook S 15 OLED Powered Copilot + , AI PC",Cool Silver,Thin and Light Laptop,Processing & Multitasking,Yes,Qualcomm,Snapdragon X Plus,Yes,16 GB,LPDDR5X,,NA,SSD,Windows 11 Home,"2 x USB 3.2 Gen 1 Type-A, 2 x USB 4.0 Gen 3 Type-C support display / power delivery",,,2880 x 1620 Pixel,"3K OLED 16:9 aspect ratio, 0.2ms response time, 120Hz refresh rate, 600nits HDR peak brightness, 100% DCI-P3 color gamut, VESA CERTIFIED Display HDR True Black 600, 1.07 billion colors, Glossy display, 70% less harmful blue light, TUV Rheinland-certified, SGS Eye Care Display",Yes,Yes,,v5.4,352.6 x 226.9 x 15.9 mm,1.42 Kg,Not Available,FHD camera with IR function to support Windows Hello With privacy shutter,Backlit Chiclet Keyboard 1-Zone RGB with Num-key With Copilot key,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical damage,Max Frequency up to 3.4GHz
HP,"HP Victus 15 AMD Ryzen 5 Hexa Core 5600H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3050) 15-fb0106AX / 15-fb0112AX Gaming Laptop  (15.3 Inch, Dark Blue, 2.37 kg, With MS Office)",60990,72718,4.3,546,31,"Laptop, Power Adaptor, User Guide, Warranty Documents",15-fb0106AX / 15-fb0112AX,7K4W8PA#ACJ,15-fb0106AX,Victus 15,Dark Blue,Gaming Laptop,"Gaming, Entertainment, Everyday Use, Learning, Performance, Processing & Multitasking, Travel & Business",Yes,AMD,Ryzen 5 Hexa Core,Yes,16 GB,DDR4,,NVIDIA GeForce RTX 3050,SSD,Windows 11 Home,"1 x USB Type C 5Gbps signaling rate, 1 x USB Type A 5Gbps signaling rate, 1 x Type A 5Gbps signaling rate",,,1920 x 1080 Pixel,"Full HD, 144 Hz, 9 ms response time, IPS, micro-edge, anti-glare, 250 nits, 45% NTSC",Build-in Dual speakers,Built-in Dual Array Digital Microphones,,v5.3,357.9 x 239.7 x 22.5 mm,2.37 kg,Not Available,HP Wide Vision 720p HD camera,"Full-size, backlit, performance blue keyboard with numeric keypad",1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,3.3GHz upto 4.2 GHz
ASUS,"ASUS Vivobook 15 Intel Core i3 12th Gen 1215U - (16 GB/512 GB SSD/Windows 11 Home) X1504ZA-NJ342WS Thin and Light Laptop  (15.6 Inch, Cool Silver, 1.70 Kg, With MS Office)",34990,54990,4.3,10329,805,"Laptop, Power Adaptor, User Guide, Warranty Documents",X1504ZA-NJ342WS,90NB1022-M029K0,X1504ZA-NJ342WS,Vivobook 15,Cool Silver,Thin and Light Laptop,Processing & Multitasking,Yes,Intel,Core i3,Yes,16 GB,DDR4,,Intel Integrated UHD,SSD,Windows 11 Home,"1 x USB 2.0 Type-A, 1 x USB 3.2 Gen 1 Type-C, 2 x USB 3.2 Gen 1 Type-A",,,1920 x 1080 Pixel,"Full HD, 16:9 aspect ratio, LED Backlit, 60Hz refresh rate, 250nits, 45% NTSC color gamut, Anti-glare display",Yes,Yes,,v5.3,359.7 x 232.5 x 17.9 mm,1.70 Kg,Not Available,720p HD camera With privacy shutter,Backlit Chiclet Keyboard,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,Max Turbo Frequency upto 4.4GHz
Thomson,"Thomson NEO Core Series Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) IN-N15I Thin and Light Laptop  (15.6 inch, Grey Brush, 1.65 Kg)",27990,54990,4.2,38,9,"1 Laptop with Battery, 1 Adaptor, 1 User Manual, 1 Warranty Card",IN-N15I,IN-N15I512-8GR512,IN-N15I,NEO Core Series,Grey Brush,Thin and Light Laptop,Processing & Multitasking,No,Intel,Core i5,Yes,8 GB,LPDDR4,,Intel Integrated Iris Xe,SSD,Windows 11 Home,"2 x USB 3.2 Gen 1, 1 x USB Type C 3.2 Gen 1",,,1920 x 1080 Pixel,Full HD,Yes,Yes,,v5.0,357.4 x 233.8 x 19.9 mm,1.65 Kg,Not Available,2 Megapixel,Backlit Keyboard,1 Year Onsite warranty,Onsite,Any kind of Manufacturing defect or any hardware problem reported by Engineer will be covered under warranty.,"Screen Damage, Water Spill, Accendental Damage, Fire Damage, Tampering ,Mishandling not covered",Max Frequency Up to 4.4 GHz
Apple,"Apple MacBook AIR Apple M2 - (8 GB/256 GB SSD/Mac OS Monterey) MLXY3HN/A  (13.6 Inch, Silver, 1.24 Kg)",74990,99900,4.7,15855,967,"MacBook Air, 30W USB-C Power Adapter, USB-C to MagSafe 3 Cable",MLXY3HN/A,MLXY3HN/A,MacBook Air,MacBook AIR,Silver,Thin and Light Laptop,Processing & Multitasking,No,Apple,M2,Yes,8 GB,Unified Memory,,NA,SSD,Mac OS Monterey,"2 x Thunderbolt / USB 4 Ports (USB 4 (up to 40 Gbps), USB 3.1 Gen 2 (up to 10 Gbps)",,,2560 x 1664 Pixel,"Liquid Retina Display, LED-backlit display with IPS technology, 500 nits brightness, Wide colour (P3), True Tone technology",Built-in Speakers,Three-mic array with directional beamforming,,v5.0,304.1 x 215.0 x 11.3 mm,1.24 Kg,Not Available,1080p FaceTime HD camera,Backlit Magic Keyboard,1 Year Limited Warra­nty,Onsite,Manufacturing Defects,Physical Damage,Max Frequency Up to 4.4 GHz
MICROSOFT,"MICROSOFT Surface Laptop (7th Edition) AI PC Qualcomm Snapdragon X Elite - (16 GB/512 GB SSD/Windows 11 Home) ZGP-00059 Laptop  (13.8 Inch, Graphite, 1.22 Kg)",150990,154999,4.7,(3134),967,"Laptop, Power Supply, Quick Start Guide, Safety and Warranty Documents",ZGP-00059,ZGP-00059,ZGP-00059,Surface Laptop (7th Edition) AI PC,Graphite,Laptop,Processing & Multitasking,No,Qualcomm,Snapdragon X Elite,Yes,16 GB,LPDDR5X,,Qualcomm Snapdragon X Elite - X1E80100 - Qualcomm Adreno GPU (12 Core),SSD,Windows 11 Home,"2 x USB-C with USB4, 1 x USB-A 3.1",,,2304 x 1536 Pixel,LCD PixelSense TM Touchscreen,2W stereo speakers with Dolby Atmos,Dual Studio Mics with Voice Focus,,Yes,301 x 220 x 17.5 mm,1.22 Kg,Not Available,"2MP, 1080p Full HD front facing",Backlit Magic Keyboard,1 Year Onsite Warranty,Onsite,Software & Hardware Only,Physical Damage,Max Frequency Up to 4.4 GHz
ASUS,"ASUS Vivobook Go 15 AMD Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) E1504FA-NJ321WS Thin and Light Laptop  (15.6 Inch, Cool Silver, 1.63 Kg, With MS Office)",29885,50990,4.2,4359,427,"Laptop, battery, power adapter, user guide",E1504FA-NJ321WS,90NB0ZR1-M00AE0,E1504FA-NJ321WS,Vivobook Go 15,Cool Silver,Thin and Light Laptop,Processing & Multitasking,Yes,AMD,Ryzen 3 Quad Core,Yes,8 GB,LPDDR5,,AMD Radeon AMD,SSD,Windows 11 Home,"1 x USB 2.0 Type-A, 1 x USB 3.2 Gen 1 Type-A, 1 x USB 3.2 Gen 1 Type-C",,,1920 x 1080 Pixel,"FHD (1920 x 1080) 16:9 aspect ratio, LED Backlit LCD, Anti-glare display, 250nits Brightness, TUV Rheinland-certified, 84 % Screen-to-body ratio",Built-in Speakers,Yes,,v5.0,301 x 220 x 17.5 mm,1.63 Kg,Not Available,720p HD camera With privacy shutter,Chiclet Keyboard,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,2.4 GHz upto max turbo frequency at 4.1 Ghz
Acer,"Acer Aspire 3 Intel Core i7 12th Gen 1255U - (16 GB/512 GB SSD/Windows 11 Home) A324-51 Thin and Light Laptop  (14 Inch, Steel Gray, 1.45 Kg)",46990,63000,4.3,272,13,"Laptop, Power Adaptor, User Guide, Warranty Documents",A324-51,UN.343SI.004,A324-51,Aspire 3,Steel Gray,Thin and Light Laptop,Everyday Use,No,Intel,Core i7,Yes,16 GB,DDR4,,Intel Integrated Iris Xe,SSD,Windows 11 Home,"1 x USB 2.0 Type-A, 1 x USB 3.2 Gen 1 Type-A, 1 x USB 3.2 Gen 1 Type-C",,,1920 x 1080 Pixel,"Full HD display with IPS (In-Plane Switching) technology, LED-backlit TFT LCD",Two built-in stereo speakers,Yes,,v5.2,321.7 x 206.6 x 19.4 mm,1.45 Kg,Not Available,2M With Privacy Camera Shutter,84-key Acer backlit keyboard layout with US language,1 Year Domestic Warranty,Onsite,Manufacturing Defects,Physical Damage,Max turbo frequency at 4.7 Ghz
Acer,"Acer Aspire Lite AMD Ryzen 7 Octa Core 5700U - (16 GB/1 TB SSD/Windows 11 Home) AL15-41 Thin and Light Laptop  (15.6 Inch, Steel Grey, 1.59 kg)",40990,72990,4,194,22,"Laptop, Power Adaptor, User Guide, Warranty Documents",AL15-41,UN.31ZSI.00A,AL15-41,Aspire Lite,Steel Grey,Thin and Light Laptop,"Entertainment, Performance, Processing & Multitasking, Everyday Use",No,AMD,Ryzen 7 Octa Core,Yes,16 GB,DDR4,,AMD Radeon AMD,SSD,Windows 11 Home,"1 x USB 3.2 Gen 1 (Type A), 2 x USB 2.0 (Type A), 1 x USB 3.2 Gen 2 (Type C)",,,1920 x 1080 Pixels,"Full HD, High Brightness TFT LCD, 16:9 Aspect Ratio, Ultra Slim Design, Mercury Free, Environment Friendly",Dual Built-in Stereo Speakers,Built-in Array Microphone with Noise Cancellation Features,,v5.1,360.40 x 239.30 x 19.7 mm,1.59 kg,Not Available,"HD Webcam with 1280 x 720 Resolution, 720p HD Audio/Video Recording","100-/101-/104-Key Keyboard with Independent Numeric Keypad, International Language Support",1 Year Onsite Warranty,Onsite,Manufacturing Damage,Physical Damage,Max turbo frequency at 4.7 Ghz
HP,"HP Chromebook MediaTek MT8183 - (4 GB/32 GB EMMC Storage/Chrome OS) 11MK G9 EE Chromebook  (11.6 Inch, Black, 1.34 Kg)",9990,34554,3.7,7031,588,"Laptop, Power Adaptor, User Guide, Warranty Documents",11MK G9 EE,7D2W3PC#ACJ,11MK G9,Chromebook,Black,Chromebook,Processing & Multitasking,No,MediaTek,MT8183,No,4 GB,LPDDR4X,,MediaTek Integrated ARM Mali G72 MP3 Graphics,eMMC,Chrome,4,,,1366 x 768 Pixel,"HD, IPS, anti-glare, 220 nits, 50% NTSC",Yes,Yes,,v4.2,295 x 205.3 x 18.8 mm,1.34 Kg,Not Available,720p HD camera,"Spill resistant, full-size, Chrome keyboard with skirt anchored keycaps",1 Year Carry-in Warranty,Carry-in,Manufacturing Defects,Physical Damage,Max turbo frequency at 4.7 Ghz
Acer,"Acer Chromebook Plus Google AI Intel Core i3 13th Gen 1315U - (8 GB/256 GB SSD/Chrome OS) CB515-2H-34YL Chromebook  (15.6 Inch, Silver, 1.68 Kg)",24990,52999,4.1,58,9,"Laptop, Power Adaptor, User Guide, Warranty Documents",CB515-2H-34YL,NX.KNUSI.002,Chromebook Plus,Chromebook Plus Google AI,Silver,Chromebook,Processing & Multitasking,No,Intel,Core i3,Yes,8 GB,LPDDR5X,,Intel Integrated UHD,SSD,Chrome,"1 x USB 3.2 Gen 1 Type-A port, 2 x USB 3.2 Gen 1 Type-C port",,,1920 x 1080 Pixel,Full HD IPS LED-backlit LCD Dislpay,Yes,Yes,,v5.2,360.6 x 238.4 x 199.5 mm,1.68 Kg,Not Available,"FHD camera, 1920 x 1080 Resolution, 1080p video at 60 fps with Temporal Noise Reduction, Support ROI feature, Support HDR feature, Dual Mic",Acer FineTip keyboard with international language support,1 Year Carry-in Warranty,Carry-in,Manufacturing Defects,Physical damage,Max Frequency 4.5 GHz
ASUS,"ASUS Chromebook Intel Celeron Dual Core N4500 - (4 GB/64 GB EMMC Storage/Chrome OS) CX1400CKA-NK0453 Chromebook  (14 Inch, Transparent Silver, 1.47 Kg)",13490,32990,3.8,2336,203,"Laptop, Charger, Product manual",CX1400CKA-NK0453,90NX03I2-M00FX0,CX1400CKA-NK0453,Chromebook,Transparent Silver,Chromebook,"Processing & Multitasking, Entertainment, Everyday Use, Learning, Performance, Travel & Business",No,Intel,Celeron Dual Core,No,4 GB,LPDDR4X,,Intel Integrated UHD,eMMC,Chrome,"2 x USB 3.2 Gen 1 Type-A, 2 x USB 3.2 Gen 1 Type-C support display / power delivery",,,1920 x 1080 Pixel,"Full HD, LED Backlit",Yes,Yes,,v5.2,326.5 x 228.7 x 18.7 mm,1.47 Kg,Not Available,720p HD camera,Chiclet Keyboard,1 Year Onsite Warranty,Onsite,Manufacturing Defect,Physical Damage,1.10 GHz with Max Turbo Boost Frequency Up to 2.80 GHz
MICROSOFT,"MICROSOFT Surface Pro (11th Edition) AI PC Qualcomm Snapdragon X Elite - (16 GB/512 GB SSD/Windows 11 Home) ZIA-00014 2 in 1 Laptop  (13 Inch, Platinum, 0.895 Kg)",161990,165999,4.7,2336,203,"Laptop, Power Supply, Quick Start Guide, Safety and Warranty Documents",ZIA-00014,ZIA-00014,ZIA-00014,Surface Pro (11th Edition) AI PC,Platinum,2 in 1 Laptop,Processing & Multitasking,No,Qualcomm,Snapdragon X Elite,Yes,16 GB,LPDDR5X,,Qualcomm Snapdragon X Elite - X1E80100 - Qualcomm Adreno GPU (12 Core),SSD,Windows 11 Home,2 X USB-C with USB 4,,,2880 x 1920 Pixel,OLED PixelSense TM Touchscreen,2W stereo speakers with Dolby Atmos,Dual Studio Mics with Voice Focus,,Yes,287 x 208 x 9.3 mm,0.895 Kg,Not Available,"Front Camera - 12MP, 1440p@30 fps (QHD) video & 10MP, 4K@30 fps Video Resolution",Chiclet Keyboard,1 Year Onsite Warranty,Onsite,Software & Hardware Only,Physical Damage,1.10 GHz with Max Turbo Boost Frequency Up to 2.80 GHz
Lenovo,"Lenovo V14 Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 Home) V 14 Thin and Light Laptop  (14.1 inch, Iron Grey)",37490,41990,4.2,436,34,Laptop 1 ; Adapter 1 ; Power Cable 1,V 14,82TSA0CWIH,V14,V14,Iron Grey,Thin and Light Laptop,"Entertainment, Everyday Use, Learning, Processing & Multitasking, Travel & Business",No,Intel,Core i5,Yes,16 GB,DDR4,,Intel Integrated Intel,SSD,Windows 11 Home,2 X USB-C with USB 4,,,1920 x 1080 pixel,FHD,2W stereo speakers with Dolby Atmos,Dual Studio Mics with Voice Focus,,Yes,287 x 208 x 9.3 mm,0.895 Kg,Not Available,Yes,English Keyboard,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,Up to 4.4 GHz
