Brand,ProductName,DiscountedPrice,ActualPrice,Rating,NumberOfRatings,NumberOfReviews,SalesPackage,ModelNumber,PartNumber,ModelName,Series,Color,Type,SuitableFor,MSOfficeProvided,ProcessorBrand,ProcessorName,SSD,RAM,RAMType,StorageCapacity,GraphicProcessor,StorageType,OperatingSystem,USBPort,TouchScreen,ScreenSize,ScreenResolution,ScreenType,Speakers,InternalMic,WirelessLAN,Bluetooth,Dimensions,Weight,DiskDrive,WebCamera,Keyboard,WarrantySummary,WarrantyServiceType,CoveredinWarranty,NotCoveredinWarranty,ClockSpeed
Acer,"Acer Chromebook Intel Celeron Dual Core N4500 - (4 GB/64 GB EMMC Storage/Chrome OS) C734-C2ED Chromebook  (11.6 inch, Pure Black, 1.26 Kg)",16990,28999,4.1,14,2,"Laptop, Power Adaptor, User Guide, Warranty Documents",C734-C2ED,NX.AYVSI.006,C734,Chromebook,Pure Black,Chromebook,Processing & Multitasking,No,Intel,Celeron Dual Core,No,4 GB,LPDDR4X,,Intel Integrated UHD,eMMC,Chrome,"2 x USB 3.2 Gen 1 Type-C port, 2 x USB 3.2 Gen 1 Type-A port",,,1280 X 1024 Pixel,HD LED-backlit TFT LCD,Yes,Yes,,v5.1,296 x 206 x 21.1 mm,1.26 Kg,Not Available,"UFC with USB 6 mm HD camera, Compatible with Chromebook only, 1280 x 1024 resolution, 720p HD video at 30 fps with Temporal Noise Reduction",74-/75-/78-key Acer FineTip EDU anchored keyboard with international language support,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical damage,1.10 GHz with Max Turbo Boost Frequency Up to 2.80 GHz
MICROSOFT,"MICROSOFT Surface Pro (11th Edition) AI PC Qualcomm Snapdragon X Elite - (16 GB/512 GB SSD/Windows 11 Home) ZIA-00031 2 in 1 Laptop  (13 Inch, Black, 0.895 Kg)",161990,165999,4.7,(5611),2,"Laptop, Power Supply, Quick Start Guide, Safety and Warranty Documents",ZIA-00031,ZIA-00031,ZIA-00031,Surface Pro (11th Edition) AI PC,Black,2 in 1 Laptop,Processing & Multitasking,No,Qualcomm,Snapdragon X Elite,Yes,16 GB,LPDDR5X,,Qualcomm Snapdragon X Elite - X1E80100 - Qualcomm Adreno GPU (12 Core),SSD,Windows 11 Home,2 X USB-C with USB 4,,,2880 x 1920 Pixel,OLED PixelSense TM Touchscreen,2W stereo speakers with Dolby Atmos,Dual Studio Mics with Voice Focus,,Yes,287 x 208 x 9.3 mm,0.895 Kg,Not Available,"Front Camera - 12MP, 1440p@30 fps (QHD) video & 10MP, 4K@30 fps Video Resolution",74-/75-/78-key Acer FineTip EDU anchored keyboard with international language support,1 Year Onsite Warranty,Onsite,Software & Hardware Only,Physical Damage,1.10 GHz with Max Turbo Boost Frequency Up to 2.80 GHz
Lenovo,"Lenovo LOQ AMD Ryzen 7 Octa Core 7435HS - (24 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX 4050) 15ARP9 Gaming Laptop  (15.6 Inch, Luna Grey, 2.38 Kg, With MS Office)",87990,120000,4.5,792,61,"Laptop, Power Adaptor, User Guide, Warranty Documents",15ARP9,83JC0045IN,15ARP9,LOQ,Luna Grey,Gaming Laptop,Gaming,Yes,AMD,Ryzen 7 Octa Core,Yes,24 GB,DDR5,,NVIDIA GeForce RTX 4050,SSD,Windows 11 Home,"3 x USB-A (USB 5Gbps / USB 3.2 Gen 1), 1 x USB-C (USB 10Gbps / USB 3.2 Gen 2), with Lenovo PD 140W and DisplayPort 1.4",,,1920 x 1080 Pixel,"Full HD, IPS 300nits Anti-glare, 100% sRGB, 144Hz, G-SYNC",Yes,Yes,,v5.2,359.86 x 258.7 x 21.9-23.9 mm,2.38 Kg,Not Available,HD 720p with E-shutter,"White Backlit, English",1Yr Warranty and 1 Yr Accidental Damage Protection,Carry-in,Manufacturing Defects,Physical Damage,Max Frequency up to 4.5 GHz
Lenovo,"Lenovo Intel Core i5 13th Gen 1355U - (16 GB/512 GB SSD/Windows 11 Home) THINKBOOK 16 G6 IRL 5 Thin and Light Laptop  (16 Inch, Arctic Grey, 1.7 Kg, With MS Office)",58990,97200,4.2,65,6,"Laptop, User manual, Adapter",THINKBOOK 16 G6 IRL 5,21KHA0J6IN,ThinkBook 16 G6,LOQ,Arctic Grey,Thin and Light Laptop,Processing & Multitasking,Yes,Intel,Core i5,Yes,16 GB,DDR5,,Intel Integrated UHD,SSD,Windows 11 Home,"1 x USB 3.2 Gen 1, 1 x USB 3.2 Gen 1 (Always On), 2 x USB-C 3.2 Gen 2 (support data transfer, Power Delivery 3.0 and DisplayPort 1.4)",,,1920 x 1200 Pixel,WUXGA IPS Anti-glare Display,Built-in Speakers,Dual array microphone,,v5.2,356 x 253.5 x 17.5 mm,1.7 Kg,Not Available,"HD 720p, with privacy shutter, fixed focus","White Backlit, English",1 Year Onsite warranty,Onsite,Manufacturing Defects,Physical Damage,1.3 GHz with Turbo Boost Upto 4.6 GHz
HP,"HP Victus 15 AMD Ryzen 5 Hexa Core 5600H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3050) 15-fb0106AX / 15-fb0112AX Gaming Laptop  (15.3 Inch, Dark Blue, 2.37 kg, With MS Office)",60990,72718,4.3,546,31,"Laptop, Power Adaptor, User Guide, Warranty Documents",15-fb0106AX / 15-fb0112AX,7K4W8PA#ACJ,15-fb0106AX,Victus 15,Dark Blue,Gaming Laptop,"Gaming, Entertainment, Everyday Use, Learning, Performance, Processing & Multitasking, Travel & Business",Yes,AMD,Ryzen 5 Hexa Core,Yes,16 GB,DDR4,,NVIDIA GeForce RTX 3050,SSD,Windows 11 Home,"1 x USB Type C 5Gbps signaling rate, 1 x USB Type A 5Gbps signaling rate, 1 x Type A 5Gbps signaling rate",,,1920 x 1080 Pixel,"Full HD, 144 Hz, 9 ms response time, IPS, micro-edge, anti-glare, 250 nits, 45% NTSC",Build-in Dual speakers,Built-in Dual Array Digital Microphones,,v5.3,357.9 x 239.7 x 22.5 mm,2.37 kg,Not Available,HP Wide Vision 720p HD camera,"Full-size, backlit, performance blue keyboard with numeric keypad",1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,3.3GHz upto 4.2 GHz
Acer,"Acer Aspire Lite Intel Core i5 12th Gen 1235U - (16 GB/1 TB SSD/Windows 11 Home) AL15-52 Thin and Light Laptop  (15.6 Inch, Steel Grey, 1.59 Kg)",46990,69990,3.7,186,10,"Laptop, Power Adaptor, User Guide, Warranty Documents",AL15-52,UN.431SI.361,AL15-52,Aspire Lite,Steel Grey,Thin and Light Laptop,Processing & Multitasking,No,Intel,Core i5,Yes,16 GB,DDR4,,Intel Integrated UHD,SSD,Windows 11 Home,"1 x USB 3.2 Gen 1 (Type A), 2 x USB 2.0 (Type A), 1 x USB 3.2 Gen 2 (Type C)",,,1920 X 1080 Pixel,Full HD,Yes,Yes,,Yes,360.40 x 239.30 x 19.9 mm,1.59 Kg,Not Available,"HD webcam with 1280 x 720 resolution, 720p HD audio/video recording","100-/101-/104-key keyboard with independent numeric keypad, international language support",1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,up to 4.40 GHz
MICROSOFT,"MICROSOFT Surface Laptop (7th Edition) AI PC Qualcomm Snapdragon X Elite - (16 GB/512 GB SSD/Windows 11 Home) ZGP-00059 Laptop  (13.8 Inch, Graphite, 1.22 Kg)",150990,154999,4.7,(3138),10,"Laptop, Power Supply, Quick Start Guide, Safety and Warranty Documents",ZGP-00059,ZGP-00059,ZGP-00059,Surface Laptop (7th Edition) AI PC,Graphite,Laptop,Processing & Multitasking,No,Qualcomm,Snapdragon X Elite,Yes,16 GB,LPDDR5X,,Qualcomm Snapdragon X Elite - X1E80100 - Qualcomm Adreno GPU (12 Core),SSD,Windows 11 Home,"2 x USB-C with USB4, 1 x USB-A 3.1",,,2304 x 1536 Pixel,LCD PixelSense TM Touchscreen,2W stereo speakers with Dolby Atmos,Dual Studio Mics with Voice Focus,,Yes,301 x 220 x 17.5 mm,1.22 Kg,Not Available,"2MP, 1080p Full HD front facing","100-/101-/104-key keyboard with independent numeric keypad, international language support",1 Year Onsite Warranty,Onsite,Software & Hardware Only,Physical Damage,up to 4.40 GHz
Acer,"Acer Swift Go 14 Qualcomm Snapdragon X Plus - (16 GB/512 GB SSD/Windows 11 Home) SFG14-01 Thin and Light Laptop  (14.5 Inch, Steel Gray, 1.32 Kg, With MS Office)",82990,108799,4.4,10,2,"Laptop, Power Adaptor, User Guide, Warranty Documents",SFG14-01,NX.KYXSI.001,SFG14-01,Swift Go 14,Steel Gray,Thin and Light Laptop,Processing & Multitasking,Yes,Qualcomm,Snapdragon X Plus,Yes,16 GB,LPDDR5X,,Qualcomm Adreno,SSD,Windows 11 Home,"1 x USB 3.2 Gen 1 port with power-off charging, 1 x USB 3.2 port, 1 x USB Type-C port with DC-in",,,1920 x 1200 pixel,WUXGA,Yes,Yes,,Yes,322.6 x 225.95 x 17.95 mm,1.32 Kg,Not Available,"Video conferencing: UFC with Double T-Type MIPI QHD camera, Compatible with Windows only, 1920 x 1200 resolution, 1440p QHD video at 30 fps with Temporal Noise Reduction.",80-/81-/84-key Acer backlight keyboard layout with international language support including indicators of CapsLock and F4/Microphone mute. Control Keys: Acer Sense Key and Copilot Key,1 Year Carry-in Warranty,Carry-in,Manufacturing Defects,Physical Damage,up to 4.40 GHz
Lenovo,"Lenovo IdeaPad Slim 5 Intel Core Ultra 7 155H - (16 GB/1 TB SSD/Windows 11 Home) 16IMH9 Laptop  (16 inch, Cloud Grey, 1.82 Kg, With MS Office)",84990,130090,4.2,(120),2,"Laptop, Power Adaptor, User Guide, Warranty Documents",16IMH9,83DC008VIN,16IMH9,IdeaPad Slim 5,Cloud Grey,Laptop,Processing & Multitasking,Yes,Intel,Core Ultra 7,Yes,16 GB,LPDDR5X,,Intel Integrated Arc,SSD,Windows 11 Home,"1 x USB-A (USB 5Gbps / USB 3.2 Gen 1), 1 x USB-A (USB 5Gbps / USB 3.2 Gen 1), Always On, 2 x USB-C (USB 5Gbps / USB 3.2 Gen 1), with USB PD 3.0 and DisplayPort 1.",,,1920 x 1200 Pixel,"WUXGA, IPS 300nits Anti-glare, 100% sRGB, 60Hz",Yes,Yes,,v5.2,356 x 251 x 16.9 mm,1.82 Kg,Not Available,"FHD 1080p + IR with Privacy Shutter, ToF Sensor","Backlit, English",1 Year Carry-in Warranty,Carry-in,Manufacturing Defects,Physical Damage,Max Turbo up to 4.8GHz
DELL,"DELL Inspiron 5430 Intel Core i7 13th Gen 13th Generation Intel® Core™ i7-1355U Processor (12MB Cache, up to 5.00 GHz) - (16 GB/512 GB SSD/Windows 11 Home) New Inspiron 5430 Thin and Light Laptop  (14.1 Inch, Platinum Silver, 1.6 Kg, With MS Office)",78890,99890,4.2,9,2,"Laptop, Charger, Manual",New Inspiron 5430,in54303crt9001sds1,INSPIRON 5430,Inspiron 5430,Platinum Silver,Thin and Light Laptop,"Processing & Multitasking, Entertainment, Everyday Use, Learning, Performance, Processing & Multitasking, Travel & Business",Yes,Intel,Core i7,Yes,16 GB,LPDDR5,,Intel Integrated Intel® Iris Xe Graphics,SSD,Windows 11 Home,"2 x USB 3.2 Gen 1 ports, 1 x USB 2.0 port",,,1920 x 1080 Pixel,Full HD WVA AG 120Hz 250 nits Narrow Border,Built-in Speakers,Yes,,v5.2,Height (Front): 0.619 in. (15.74 mm) Height (Rear): 0.695 in. (17.67 mm) Width: 12.36 in. (314.00 mm) Depth: 8.92 in. (226.60 mm),1.6 Kg,Not Available,"080p at 30fps FHD camera, Dual-array microphones 1080p at 30fps FHD RGB + IR camera, ALS, Express Sign-In (EMZA), Dual-array microphones (upsell option)",Titan Gray English International Backlit Keyboard,1 Year Onsite Hardware Service,Onsite,Manufacturing Defects,Accidental Damage,"12MB Cache, up to 5.00 GHz"
Lenovo,"Lenovo IdeaPad Slim 3 Intel Core i5 12th Gen 12450H - (8 GB/512 GB SSD/Windows 11 Home) 14IAH8 Thin and Light Laptop  (14 Inch, Arctic Grey, 1.37 Kg, With MS Office)",46990,66090,4.1,1811,96,"Laptop, Power Adaptor, User Guide, Warranty Documents",14IAH8,83EQ0063IN,14IAH8,IdeaPad Slim 3,Arctic Grey,Thin and Light Laptop,Processing & Multitasking,Yes,Intel,Core i5,Yes,8 GB,LPDDR5,,Intel Integrated UHD,SSD,Windows 11 Home,"2 x USB 3.2 Gen 1, 1 x USB-C 3.2 Gen 1 (support data transfer, Power Delivery and DisplayPort 1.2)",,,1920 x 1080 Pixel,"Full HD, TN 250nits Anti-glare",Yes,Yes,,v5.2,324.3 x 213.8 x 17.9 mm,1.37 Kg,Not Available,Full HD 1080p with Privacy Shutter,"Backlit, English",1 Yr. Onsite,Carry-in,Manufacturing Defects,Physical Damage,Max Turbo Frequency upto 4.40 GHz
MSI,"MSI Sword 16 HX Intel Core i9 13th Gen 13980HX - (32 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce RTX 4060/144 Hz) Sword 16 HX B13VFKG-652IN Gaming Laptop  (16 Inch, Cosmos Gray, 2.3 Kg, With MS Office)",132990,151990,4,52,2,"Laptop,Power Adapter, User Guide",Sword 16 HX B13VFKG-652IN,9S7-15P214-652,Sword 16 HX B13VFKG-652IN,Sword 16 HX,Cosmos Gray,Gaming Laptop,Gaming,Yes,Intel,Core i9,Yes,32 GB,DDR5,,NVIDIA GeForce RTX 4060,SSD,Windows 11 Home,"1 x Type-C (USB3.2 Gen2 / DP) with PD charging, 3 x Type-A USB3.2 Gen1",,,1920 x 1200 Pixel,"FHD+(1920x1200), 144Hz Refresh Rate, IPS-Level",2x 2W Audio Speaker,Yes,,v5.3,359 x 266.4 x 27.7 mm,2.3 Kg,Not Available,HD type (30fps@720p)3D Noise Reduction (3DNR),24-Zone RGB Gaming Keyboard,2 Year Onsite Warranty,Onsite,Manufacturing Defects,"Physical Damage, Burn, Liquid Spill",1.6 GHz upto Max turbo frequency at 5.6 Ghz
HP,"HP Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 Home) 15s- fr5011TU Thin and Light Laptop  (15.6 inch, Natural Silver, 1.69 kg, With MS Office)",49990,71641,4.1,141,7,"Laptop, Charger",15s- fr5011TU,8Q3X6PA#ACJ,15s- fr5011TU,Sword 16 HX,Natural Silver,Thin and Light Laptop,"Everyday Use, Performance, Processing & Multitasking",Yes,Intel,Core i5,Yes,16 GB,DDR4,,Intel Integrated UHD,SSD,Windows 11 Home,"1 x USB Type-C 5 Gbps Signaling Rate, 2 x USB Type-A 5 Gbps Signaling Rate",,,1920 x 1080 Pixels,"Full HD, Micro-Edge, Anti-glare, Brightness: 250 Nits, 141 PPI, Color Gamut: 45% NTSC, Screen-to-Body Ratio: 82.12%",Dual Speakers,Integrated Dual Array Digital Microphones,,v5.0,358.3 x 242 x 18 mm,1.69 kg,Not Available,HP True Vision 720p HD Camera with Temporal Noise Reduction,"Full-Size, Backlit Natural Silver Keyboard with Numeric Keypad",1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,Upto 4.4 GHz
Apple,"Apple MacBook AIR Apple M2 - (8 GB/512 GB SSD/Mac OS Monterey) MLY23HN/A  (13.6 Inch, Starlight, 1.24 kg)",85990,119900,4.7,1180,59,"MacBook Air, 35W Dual USB-C Port Power Adapter, USB-C to MagSafe 3 Cable",MLY23HN/A,MLY23HN/A,MacBook Air,MacBook AIR,Starlight,Thin and Light Laptop,Processing & Multitasking,No,Apple,M2,Yes,8 GB,Unified Memory,,NA,SSD,Mac OS Monterey,"2 x Thunderbolt / USB 4 Ports (USB 4 (up to 40 Gbps), USB 3.1 Gen 2 (up to 10 Gbps)",,,2560 x 1664 Pixel,"Liquid Retina display, LED-backlit display with IPS technology, 500 nits brightness, Wide colour (P3), True Tone technology",Built-in Speakers,Three-mic Array with Directional Beamforming,,v5.0,304.1 x 215.0 x 11.3 mm,1.24 kg,Not Available,1080p FaceTime HD camera,Backlit Magic Keyboard,1 Year Limited Warranty,Onsite,Manufacturing Defects,Physical Damage,Upto 4.4 GHz
HP,"HP Chromebook MediaTek MT8183 - (4 GB/32 GB EMMC Storage/Chrome OS) 11MK G9 EE Chromebook  (11.6 Inch, Black, 1.34 Kg)",9990,34554,3.7,7031,588,"Laptop, Power Adaptor, User Guide, Warranty Documents",11MK G9 EE,7D2W3PC#ACJ,11MK G9,Chromebook,Black,Chromebook,Processing & Multitasking,No,MediaTek,MT8183,No,4 GB,LPDDR4X,,MediaTek Integrated ARM Mali G72 MP3 Graphics,eMMC,Chrome,4,,,1366 x 768 Pixel,"HD, IPS, anti-glare, 220 nits, 50% NTSC",Yes,Yes,,v4.2,295 x 205.3 x 18.8 mm,1.34 Kg,Not Available,720p HD camera,"Spill resistant, full-size, Chrome keyboard with skirt anchored keycaps",1 Year Carry-in Warranty,Carry-in,Manufacturing Defects,Physical Damage,Upto 4.4 GHz
HP,"HP Victus Gaming Intel Core i5 12th Gen 12450H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 2050) 15-fa1372TX Gaming Laptop  (15.6 inch, Performance Blue, 2.29 Kg)",59990,72718,4.2,(199),588,"Laptop, Power Adaptor, User Guide, Warranty Documents",15-fa1372TX,A3RE5PA,15-fa1372TX,Victus Gaming,Performance Blue,Gaming Laptop,Gaming,No,Intel,Core i5,Yes,8 GB,DDR4,,NVIDIA GeForce RTX 2050,SSD,Windows 11 Home,"1 x USB Type-A 5Gbps signaling rate, 1 x USB Type-A 5Gbps signaling rate (HP Sleep and Charge), 1 x USB Type-C 5Gbps signaling rate (DisplayPort 1.4, HP Sleep and Charge)",,,1920 x 1080 Pixel,"Full HD, 144 Hz, 9 ms response time, IPS, micro-edge, anti-glare, 250 nits, 45% NTSC",Yes,Yes,,v5.3,357.9 x 255 x 23.5 mm,2.29 Kg,Not Available,HP Wide Vision 720p HD camera with temporal noise reduction and integrated dual array digital microphones,"Full-size, backlit, performance blue keyboard with numeric keypad",1 Year Carry-in Warranty,Carry-in,Manufacturing Defects,Physical Damage,1.5 GHz upto Max Turbo Frequency 4.4 GHz
HP,"HP Chromebook Intel Celeron Dual Core N4500 - (4 GB/64 GB EMMC Storage/Chrome OS) 14a- na1004TU Chromebook  (14 Inch, Mineral Silver, 1.46 kg)",15990,30000,3.7,1447,135,"Laptop, Battery, Adapter, Cables, User Manuals",14a- na1004TU,5C5M4PA#ACJ,Chromebook,Chromebook,Mineral Silver,Chromebook,Processing & Multitasking,No,Intel,Celeron Dual Core,No,4 GB,LPDDR4,,Intel Integrated UHD,eMMC,Chrome,"2 x SuperSpeed USB Type-C 5 Gbps Signaling Rate (USB Power Delivery, DisplayPort 1.2), 1 x SuperSpeed USB Type-A 5 Gbps Signaling Rate",,,1920 x 1080 Pixels,"Full HD, IPS, Anti-Glare, Micro-Edge, Brightness: 250 nits, 157 PPI, Color Gamut: 45% NTSC, Screen-to-Body Ratio: 82%",Built-in Dual Speakers,Integrated Dual Array Digital Microphone,,v5.0,325 x 218 x 17.8 mm,1.46 kg,Not Available,HP 720 Wide Vision HD Camera,"Full Size, Natural Silver keyboard",1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,"Base Frequency 1.1 GHz, Max Turbo Boost Frequency Up to 2.8 GHz"
ASUS,"ASUS Chromebook Intel Celeron Dual Core N4500 - (4 GB/64 GB EMMC Storage/Chrome OS) CX1400CKA-NK0453 Chromebook  (14 Inch, Transparent Silver, 1.47 Kg)",13490,32990,3.8,2336,203,"Laptop, Charger, Product manual",CX1400CKA-NK0453,90NX03I2-M00FX0,CX1400CKA-NK0453,Chromebook,Transparent Silver,Chromebook,"Processing & Multitasking, Entertainment, Everyday Use, Learning, Performance, Travel & Business",No,Intel,Celeron Dual Core,No,4 GB,LPDDR4X,,Intel Integrated UHD,eMMC,Chrome,"2 x USB 3.2 Gen 1 Type-A, 2 x USB 3.2 Gen 1 Type-C support display / power delivery",,,1920 x 1080 Pixel,"Full HD, LED Backlit",Built-in Dual Speakers,Integrated Dual Array Digital Microphone,,v5.2,326.5 x 228.7 x 18.7 mm,1.47 Kg,Not Available,720p HD camera,Chiclet Keyboard,1 Year Onsite Warranty,Onsite,Manufacturing Defect,Physical Damage,1.10 GHz with Max Turbo Boost Frequency Up to 2.80 GHz
Lenovo,"Lenovo Legion Pro 5 AMD Ryzen 9 16 Core 7945HX - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce RTX 4060) 16ARX8 Gaming Laptop  (16 Inch, Onyx Grey, 2.5 Kg, With MS Office)",175990,227390,4.2,(35825),203,"Laptop, Power Adaptor, User Guide, Warranty Documents",16ARX8,82WM00FEIN,16ARX8,Legion Pro 5,Onyx Grey,Gaming Laptop,Gaming,Yes,AMD,Ryzen 9 16 Core,Yes,16 GB,DDR5,,NVIDIA GeForce RTX 4060,SSD,Windows 11 Home,"1 x USB 3.2 Gen 1 (Always On), 3 x USB 3.2 Gen 1, 1 x USB-C 3.2 Gen 2 (support data transfer and DisplayPort 1.4), 1 x USB-C 3.2 Gen 2 (support data transfer, Lenovo Power Delivery 140W and DisplayPort 1.4)",,,2560 x 1600 Pixel,"WQXGA IPS 500nits Anti-glare, 100% DCI P3, 240Hz, DisplayHDR 400, Dolby Vision, FreeSync, GSYNC, Low Blue Light",Yes,Yes,,v5.2,363.4 x 260.35 x 26.75 mm,2.5 Kg,Not Available,FHD 1080p with E-shutter,"4-Zone RGB Backlit, English",1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,Max Turbo Frequency upto 5.40 GHz
Acer,"Acer Aspire 3 AMD Ryzen 5 Quad Core 7520U - (8 GB/512 GB SSD/Windows 11 Home) A315-24P Thin and Light Laptop  (15.6 Inch, Pure Silver, 1.78 Kg, With MS Office)",32990,69990,3.9,48,4,"Laptop, Power Adaptor, User Guide, Warranty Documents",A315-24P,NX.KDESI.004,Aspire 3,Aspire 3,Pure Silver,Thin and Light Laptop,Processing & Multitasking,Yes,AMD,Ryzen 5 Quad Core,Yes,8 GB,LPDDR5,,AMD Radeon AMD,SSD,Windows 11 Home,"2x USB 3.2 Port, 1x USB Type-C Port with DC-in",,,1920 x 1080 Pixel,"Full HD, high-brightness Acer ComfyView LED-backlit TFT LCD",Built-in Dual Stereo Speakers,Built-in Dual Microphones,,v5.1,362.9 x 237.5 x 18.9mm,1.78 Kg,Not Available,"T-Type HD camera, Compatible with Windows, 1280 x 720 resolution, 720p HD video at 30 fps with Temporal Noise Reduction, Blue Glass lens",99-/100-/103-key Acer keyboard layout with international language support including indicators of CapsLock and F4/Microphone mute,1 Year International Travelers Warranty,Onsite,Manufacturing Defects,Physical damage,2.8GHz Upto 4.3GHz
MICROSOFT,"MICROSOFT Surface Pro (11th Edition) AI PC Qualcomm Snapdragon X Elite - (16 GB/512 GB SSD/Windows 11 Home) ZIA-00014 2 in 1 Laptop  (13 Inch, Platinum, 0.895 Kg)",161990,165999,4.7,48,4,"Laptop, Power Supply, Quick Start Guide, Safety and Warranty Documents",ZIA-00014,ZIA-00014,ZIA-00014,Surface Pro (11th Edition) AI PC,Platinum,2 in 1 Laptop,Processing & Multitasking,No,Qualcomm,Snapdragon X Elite,Yes,16 GB,LPDDR5X,,Qualcomm Snapdragon X Elite - X1E80100 - Qualcomm Adreno GPU (12 Core),SSD,Windows 11 Home,2 X USB-C with USB 4,,,2880 x 1920 Pixel,OLED PixelSense TM Touchscreen,2W stereo speakers with Dolby Atmos,Dual Studio Mics with Voice Focus,,Yes,287 x 208 x 9.3 mm,0.895 Kg,Not Available,"Front Camera - 12MP, 1440p@30 fps (QHD) video & 10MP, 4K@30 fps Video Resolution",99-/100-/103-key Acer keyboard layout with international language support including indicators of CapsLock and F4/Microphone mute,1 Year Onsite Warranty,Onsite,Software & Hardware Only,Physical Damage,2.8GHz Upto 4.3GHz
MICROSOFT,"MICROSOFT Surface Laptop (7th Edition) AI PC Qualcomm Snapdragon X Plus - (16 GB/256 GB SSD/Windows 11 Home) ZGJ-00023 Laptop  (13.8 Inch, Platinum, 1.22 Kg)",113990,116999,4.7,(29),4,"Laptop, Power Supply, Quick Start Guide, Safety and Warranty Documents",ZGJ-00023,ZGJ-00023,ZGJ-00023,Surface Laptop (7th Edition) AI PC,Platinum,Laptop,Processing & Multitasking,No,Qualcomm,Snapdragon X Plus,Yes,16 GB,LPDDR5X,,Qualcomm Snapdragon X Elite - X1P64100 - Qualcomm Adreno GPU (10 Core),SSD,Windows 11 Home,"2 x USB-C with USB4, 1 x USB-A 3.1",,,2304 x 1536 Pixel,LCD PixelSense TM Touchscreen,2W stereo speakers with Dolby Atmos,Dual Studio Mics with Voice Focus,,Yes,301 x 220 x 17.5 mm,1.22 Kg,Not Available,"2MP, 1080p Full HD front facing",99-/100-/103-key Acer keyboard layout with international language support including indicators of CapsLock and F4/Microphone mute,1 Year Onsite Warranty,Onsite,Software & Hardware Only,Physical Damage,2.8GHz Upto 4.3GHz
DELL,"DELL Inspiron 5430 Intel Core i7 13th Gen 13th Generation Intel® Core™ i7-1355U Processor (12MB Cache, up to 5.00 GHz) - (16 GB/512 GB SSD/Windows 11 Home) New Inspiron 5430 Thin and Light Laptop  (14.1 Inch, Platinum Silver, 1.6 Kg, With MS Office)",78890,99890,4.2,9,2,"Laptop, Charger, Manual",New Inspiron 5430,in54303crt9001sds1,INSPIRON 5430,Inspiron 5430,Platinum Silver,Thin and Light Laptop,"Processing & Multitasking, Entertainment, Everyday Use, Learning, Performance, Processing & Multitasking, Travel & Business",Yes,Intel,Core i7,Yes,16 GB,LPDDR5,,Intel Integrated Intel® Iris Xe Graphics,SSD,Windows 11 Home,"2 x USB 3.2 Gen 1 ports, 1 x USB 2.0 port",,,1920 x 1080 Pixel,Full HD WVA AG 120Hz 250 nits Narrow Border,Built-in Speakers,Yes,,v5.2,Height (Front): 0.619 in. (15.74 mm) Height (Rear): 0.695 in. (17.67 mm) Width: 12.36 in. (314.00 mm) Depth: 8.92 in. (226.60 mm),1.6 Kg,Not Available,"080p at 30fps FHD camera, Dual-array microphones 1080p at 30fps FHD RGB + IR camera, ALS, Express Sign-In (EMZA), Dual-array microphones (upsell option)",Titan Gray English International Backlit Keyboard,1 Year Onsite Hardware Service,Onsite,Manufacturing Defects,Accidental Damage,"12MB Cache, up to 5.00 GHz"
DELL,"DELL Latitude Intel Core i3 11th Gen 1115G4 - (8 GB/512 GB SSD/Windows 11 Pro) 3520 Laptop  (15.6 Inch, Black, 1.47 kg, With MS Office)",31390,73412,4.2,301,23,"Laptop, Adaptor & Manual",3520,IN3520RVTGV001ORB1,Latitude,Latitude,Black,Laptop,Processing & Multitasking,Yes,Intel,Core i3,Yes,8 GB,DDR4,,Intel Integrated Integrated,SSD,Windows 11 Pro,"2 x USB 3.2 Gen 1 ports, 1 x USB 2.0 port",,,1366 x 768 Pixels,Narrow Border Display,Built-in Speakers,Yes,,Yes,Height (Front): 0.619 in. (15.74 mm) Height (Rear): 0.695 in. (17.67 mm) Width: 12.36 in. (314.00 mm) Depth: 8.92 in. (226.60 mm),1.47 kg,Not Available,"080p at 30fps FHD camera, Dual-array microphones 1080p at 30fps FHD RGB + IR camera, ALS, Express Sign-In (EMZA), Dual-array microphones (upsell option)",Standard Keyboard,1 Year Onsite Warranty,Onsite,laptop,NA,3.00 GHz to 4.10 GHz Turbo
